timestamp,open,high,low,close,volume
2019-06-21,216.2200,222.1800,215.5000,221.8600,8202078
2019-06-20,223.0000,226.9000,216.3500,219.6200,11863462
2019-06-19,225.1100,227.7700,221.0600,226.4300,6575135
2019-06-18,228.7200,234.7400,222.5600,224.7400,12715788
2019-06-17,215.4800,227.0000,214.2700,225.0300,12316803
2019-06-14,211.2500,216.6500,210.4000,214.9200,7433402
2019-06-13,210.3800,214.9000,207.5103,213.9100,8168260
2019-06-12,222.9500,223.3800,209.0000,209.2600,15197544
2019-06-11,219.1435,220.9000,213.5000,217.1000,11653537
2019-06-10,210.2500,216.9400,209.0100,212.8800,10585039
2019-06-07,205.0000,210.8438,203.4990,204.5000,16003527
2019-06-06,204.4400,211.0000,201.8000,205.9500,20242151
2019-06-05,198.6800,201.2782,191.8486,196.5900,13510756
2019-06-04,181.1000,193.9800,179.6100,193.6000,13807522
2019-06-03,185.5100,186.6800,176.9919,178.9700,13064410
2019-05-31,185.1000,189.9204,184.1000,185.1600,10406732
2019-05-30,188.7500,192.2550,187.0200,188.2200,7926475
2019-05-29,187.1000,192.3900,185.0401,189.8600,11968638
2019-05-28,191.2000,195.0000,187.8500,188.7000,10312901
2019-05-24,199.8300,199.9800,188.7505,190.6300,14136572
2019-05-23,194.3400,199.4650,186.2200,195.4900,26547142
2019-05-22,199.1000,203.9400,191.7800,192.7300,18685187
2019-05-21,197.7600,207.4000,196.0400,205.0800,18003899
2019-05-20,202.8000,206.0000,195.2500,205.3600,20526195
2019-05-17,221.9600,222.2400,208.9200,211.0300,17786666
2019-05-16,229.4900,231.0000,226.5000,228.3300,7483273
2019-05-15,229.3200,232.4400,225.2500,231.9500,7295976
2019-05-14,229.3000,234.5000,228.0000,232.3100,7252412
2019-05-13,232.0100,232.4700,224.5000,227.0100,10834796
2019-05-10,239.7500,241.9900,236.0200,239.5200,7008336
2019-05-09,242.0000,243.6800,236.9434,241.9800,6711382
2019-05-08,246.9400,250.5990,244.2000,244.8400,6176440
2019-05-07,256.8000,257.2100,245.1000,247.0600,10131408
2019-05-06,250.0200,258.3499,248.5000,255.3400,10833943
2019-05-03,243.8600,256.6100,243.4900,255.0300,23706771
2019-05-02,245.5200,247.1300,237.7200,244.1000,18159339
2019-05-01,238.8500,240.0000,231.5000,234.0100,10704354
2019-04-30,242.0600,244.2100,237.0000,238.6900,9464628
2019-04-29,235.8600,243.9800,232.1700,241.4700,16714476
2019-04-26,246.5000,246.6800,231.1300,235.1400,22360709
2019-04-25,255.0000,259.0000,246.0700,247.6300,21849393
2019-04-24,263.8500,265.3200,258.0000,258.6600,10727454
2019-04-23,260.1500,265.6000,255.7500,263.9000,10943859
2019-04-22,269.0000,269.6800,262.4800,262.7500,12147141
2019-04-18,271.2300,274.8400,269.7500,273.2600,5876325
2019-04-17,274.7500,274.7900,268.5350,271.2300,5126468
2019-04-16,265.7500,275.0000,264.7200,273.3600,7272930
2019-04-15,268.6300,268.8800,258.6300,266.3800,10038579
2019-04-12,270.2200,271.9500,266.8300,267.7000,6745974
2019-04-11,268.3000,270.5000,265.6000,268.4200,9835927
2019-04-10,276.7400,278.3800,272.8925,276.0600,7061314
2019-04-09,271.6500,275.0000,269.6100,272.3100,5904031
2019-04-08,277.6900,281.1600,270.4400,273.2000,10410436
2019-04-05,269.8600,276.1000,266.1100,274.9600,13038257
2019-04-04,261.8900,271.2000,260.5900,267.7800,23720729
2019-04-03,287.3200,296.1700,287.1700,291.8100,7929864
2019-04-02,288.3000,289.4400,283.8800,285.8800,5478940
2019-04-01,282.6200,289.2000,281.2810,289.1800,8110439
2019-03-29,278.7000,280.1600,274.5000,279.8600,5991338
2019-03-28,277.1600,280.3300,275.1000,278.6200,6774093
2019-03-27,268.7500,275.3700,268.1838,274.8300,8779166
2019-03-26,264.4400,270.2600,264.4300,267.7700,7350948
2019-03-25,259.7100,263.1800,254.4600,260.4200,10215029
2019-03-22,272.5800,272.8000,264.0000,264.5300,8745609
2019-03-21,272.6000,276.4500,268.4500,274.0200,5947098
